Player,Y,SCR,HA,PlusMinus,BLK,Cmp%,eUPV
Ryan Osgar,7247,115,45,103,2,96.96,729.0
Ryan Osgar - NY,7247,115,45,103,2,96.96,729.0
Ben Jagt,7135,118,40,107,20,92.26,697.0
Ben Jagt - NY,7135,118,40,107,20,92.26,697.0
Jordan Kerr,5880,103,25,100,9,94.96,599.0
Jordan Kerr - SLC,5880,103,25,100,9,94.96,599.0
Jordan Kerr - SLC,6577,121,27,98,3,92.99,569.0
Jordan Kerr,6577,121,27,98,3,92.99,569.0
Quinn Finer - COL,6668,89,32,84,5,97.58,554.0
Pawel Janas,8218,99,54,71,1,94.76,531.0
Pawel Janas - CHI,8218,99,54,71,1,94.76,531.0
Ryan Osgar,7363,114,30,88,2,92.75,518.0
Ryan Osgar - NY,7363,114,30,88,2,92.75,518.0
Leandro Marx,7786,108,38,85,9,90.63,512.0
Leandro Marx - POR,7786,108,38,85,9,90.63,512.0
Sean McDougall - LA,5307,92,25,87,13,93.65,507.0
Sean McDougall,5307,92,25,87,13,93.65,507.0
Ryan Osgar,6217,95,31,80,2,95.94,499.0
Ryan Osgar - NY,6217,95,31,80,2,95.94,499.0
Anders Juengst,4826,84,30,76,4,96.3,462.0
Anders Juengst - RAL,4826,84,30,76,4,96.3,462.0
Evan Swiatek,6065,86,28,77,9,93.75,452.0
Evan Swiatek - ATX,6065,86,28,77,9,93.75,452.0
Ross Barker - CHI,6224,87,42,68,4,93.88,443.0
Ross Barker,6224,87,42,68,4,93.88,443.0
Kyle Henke,4924,72,20,73,12,97.49,437.0
Kyle Henke - ATX,4924,72,20,73,12,97.49,437.0
Rowan McDonnell,6350,84,38,66,7,94.59,436.0
Rowan McDonnell - DC,6350,84,38,66,7,94.59,436.0
Joe Merrill - SLC,4433,67,23,69,12,97.18,412.0
Joe Merrill,4433,67,23,69,12,97.18,412.0
Evan Swiatek,5010,80,26,71,5,95.39,408.0
Evan Swiatek - ATX,5010,80,26,71,5,95.39,408.0
Jeff Babbitt - NY,3053,62,15,73,15,97.37,400.0
Jeff Babbitt,3053,62,15,73,15,97.37,400.0
Cameron Brock - IND,4814,79,23,71,2,96.41,395.0
Cameron Brock,4814,79,23,71,2,96.41,395.0
Pawel Janas - LA,8092,80,43,51,4,96.3,393.0
Pawel Janas,8092,80,43,51,4,96.3,393.0
Pawel Janas - CHI,7290,73,40,58,2,95.95,389.0
Pawel Janas,7290,73,40,58,2,95.95,389.0
Jeff Babbitt - BOS,3217,50,13,68,22,98.12,384.0
Jeff Babbitt,3217,50,13,68,22,98.12,384.0
Ben Jagt - NY,5027,87,23,76,11,89.37,375.0
Ben Jagt,5027,87,23,76,11,89.37,375.0
Lukas Ambrose,2946,45,12,69,34,93.75,371.0
Lukas Ambrose - SEA,2946,45,12,69,34,93.75,371.0
Jack Williams,6489,64,49,46,6,96.5,364.0
Garrett Martin,5053,82,22,69,6,92.34,354.0
Garrett Martin - SEA,5053,82,22,69,6,92.34,354.0
Allan Laviolette,6222,83,27,62,4,93.41,351.0
Allan Laviolette - CAR,6222,83,27,62,4,93.41,351.0
Max Sheppard - PIT,5809,91,22,67,6,90.48,341.0
Max Sheppard,5809,91,22,67,6,90.48,341.0
Alex Davis - CAR,4074,75,27,66,6,92.22,341.0
Alex Davis,4074,75,27,66,6,92.22,341.0
Sean Mott,5332,79,31,56,8,93.1,337.0
Garrett Martin,6586,85,31,59,4,91.73,336.0
Garrett Martin - SEA,6586,85,31,59,4,91.73,336.0
Travis Dunn - SD,6430,79,28,59,8,91.98,334.0
Travis Dunn,6430,79,28,59,8,91.98,334.0
Alec Arsenault - OTT,4861,58,27,59,13,94.37,334.0
Jack Williams,5270,59,43,48,6,95.5,326.0
Sean McDougall,3850,72,19,67,10,91.76,323.0
Sean McDougall - SD,3850,72,19,67,10,91.76,323.0
James Lewis - TOR,5237,74,17,64,11,92.17,320.0
James Lewis,5237,74,17,64,11,92.17,320.0
Ross Barker - CHI,4403,74,28,60,4,92.89,317.0
Tyler Monroe,5556,64,47,44,2,95.7,317.0
Ross Barker,4403,74,28,60,4,92.89,317.0
Tobe Decraene,5737,69,25,54,18,91.71,316.0
Anders Juengst,4619,68,35,53,2,95.27,316.0
Anders Juengst - CAR,4619,68,35,53,2,95.27,316.0
Tobe Decraene - MTL,5737,69,25,54,18,91.71,316.0
Walker Frankenberg - OAK,4758,65,29,57,2,95.72,314.0
Walker Frankenberg,4758,65,29,57,2,95.72,314.0
Travis Dunn - SD,5588,82,21,61,4,92.64,313.0
Travis Dunn,5588,82,21,61,4,92.64,313.0
Travis Dunn - SD,5235,74,32,54,3,93.85,312.0
Travis Dunn,5235,74,32,54,3,93.85,312.0
Jeff Weis,4652,66,27,56,5,95.21,310.0
Keegan North,5518,75,25,59,8,91.59,310.0
Jeff Babbitt - NY,3397,61,11,64,8,97.27,307.0
Jay Froude - COL,4550,63,23,59,8,94.29,307.0
Jeff Babbitt,3397,61,11,64,8,97.27,307.0
James Pollard,5806,82,22,62,14,87.8,304.0
James Pollard - PHI,5806,82,22,62,14,87.8,304.0
Christian Boxley,3665,60,24,57,4,97.1,302.0
Zeppelin Raunig - SEA,4748,58,21,55,7,97.74,301.0
Zeppelin Raunig,4748,58,21,55,7,97.74,301.0
Matt Smith,4138,53,34,52,5,96.14,300.0
Brett Hulsmeyer - ATL,5232,57,21,53,18,94.08,300.0
Brett Hulsmeyer,5232,57,21,53,18,94.08,300.0
Alec Wilson Holliday - DAL,5000,78,19,64,11,89.1,299.0
Henry Fisher - RAL,4359,58,31,53,6,95.22,298.0
Henry Fisher,4359,58,31,53,6,95.22,298.0
Brett Hulsmeyer,5711,59,22,54,8,96.25,297.0
Brett Hulsmeyer - ATL,5711,59,22,54,8,96.25,297.0
Austin Taylor,6375,77,20,57,2,94.14,294.0
CJ Colicchio - PIT,4803,73,27,58,15,88.19,294.0
Austin Taylor - ATL,6375,77,20,57,2,94.14,294.0
CJ Colicchio,4803,73,27,58,15,88.19,294.0
Jacob Miller,6213,53,43,41,2,97.69,290.0
Eric Brodbeck - AUS,4425,62,23,54,10,94.34,289.0
Eric Brodbeck,4425,62,23,54,10,94.34,289.0
James Lewis - TOR,5348,59,22,55,13,92.96,288.0
James Lewis,5348,59,22,55,13,92.96,288.0
Benjamin Sadok,6634,68,37,44,2,94.72,284.0
Sean McDougall,3813,59,19,57,14,92.99,284.0
Sean McDougall - LA,3813,59,19,57,14,92.99,284.0
Max Sheppard - PIT,4934,79,16,60,7,91.48,284.0
Brandon Van Deusen,6548,55,40,40,7,96.05,284.0
Max Sheppard,4934,79,16,60,7,91.48,284.0
Jace Duennebeil,3972,71,16,61,3,94.29,283.0
John Lithio,4520,64,20,57,4,95.37,283.0
Jace Duennebeil - SLC,3972,71,16,61,3,94.29,283.0
Bryan Vohnoutka,4117,64,30,53,14,89.93,282.0
Ben Lewis,4730,64,21,54,15,91.63,280.0
Ben Lewis - HTX,4730,64,21,54,15,91.63,280.0
John Lithio,4446,55,26,52,7,95.38,276.0
Tanner Halkyard - BOS,3985,65,18,59,11,91.33,274.0
Bryan Vohnoutka,3738,54,27,55,8,93.26,274.0
Tanner Halkyard,3985,65,18,59,11,91.33,274.0
Bryan Vohnoutka - MIN,3738,54,27,55,8,93.26,274.0
Anthony Gutowsky,2936,61,8,64,15,91.89,272.0
Anthony Gutowsky - MAD,2936,61,8,64,15,91.89,272.0
Andrew Sjogren,4529,65,20,55,2,95.73,270.0
Andrew Sjogren - DET,4529,65,20,55,2,95.73,270.0
Greg Martin - PHI,3466,64,14,57,5,96.53,269.0
Greg Martin,3466,64,14,57,5,96.53,269.0
Sean McDougall,4056,67,20,60,18,86.84,268.0
Sean McDougall - LA,4056,67,20,60,18,86.84,268.0
Nick Vogt,2868,47,17,55,12,96.73,267.0
Nick Vogt - MIN,2868,47,17,55,12,96.73,267.0
Jack Williams,4882,60,31,47,5,94.43,264.0
Jacob Fairfax - CAR,5169,47,24,47,12,95.9,258.0
Jacob Fairfax,5169,47,24,47,12,95.9,258.0
Quinn Snider,3305,56,15,57,9,94.56,258.0
Sacha Poitte-Sokolsky,3664,63,14,59,4,94.38,257.0
Sacha Poitte-Sokolsky - MTL,3664,63,14,59,4,94.38,257.0
Jeremy Langdon,3731,61,16,55,1,97.45,254.0
Jeremy Langdon - ATL,3731,61,16,55,1,97.45,254.0
Austin Taylor,5761,65,30,45,2,94.51,253.0
Andrew Sjogren,4749,56,28,47,4,95.67,252.0
Austin Taylor,5229,64,26,46,2,96.03,251.0
Levi Jacobs,5559,74,23,53,3,90.46,249.0
Sol Yanuck,6468,55,42,34,5,95.63,249.0
Mark Evans,4845,67,32,45,5,91.9,248.0
Ben Jagt,3407,54,15,54,7,96.41,247.0
Ben Jagt - NY,3407,54,15,54,7,96.41,247.0
Sam Kaminsky,4302,49,31,44,2,98.33,246.0
Travis Dunn,5321,71,22,49,3,93.2,245.0
Travis Dunn - SD,5321,71,22,49,3,93.2,245.0
Jonny Malks,6321,62,28,41,6,95.22,245.0
Jacob Fairfax,4304,51,21,48,9,96.05,244.0
Jonathan Helton,4718,72,35,42,7,90.05,243.0
Carl Johnson - PIT,3214,59,11,60,10,91.74,243.0
Carl Johnson,3214,59,11,60,10,91.74,243.0
Bryan Vohnoutka,4228,56,27,46,6,94.63,241.0
Evan Swiatek,3425,57,28,49,5,93.06,240.0
Evan Swiatek - ATX,3425,57,28,49,5,93.06,240.0
Keenan Laurence - OAK,4368,59,13,55,8,93.08,236.0
Keenan Laurence,4368,59,13,55,8,93.08,236.0
Paul Lally,6558,52,46,27,10,94.32,234.0
Evan Magsig,7088,56,42,29,9,94.18,234.0
Jack Williams,5091,62,31,41,3,94.56,233.0
Elijah Jaime,2208,49,17,51,5,98.92,233.0
Alec Wilson Holliday - DAL,3676,56,21,51,7,93.15,233.0
Christian Boxley,3680,50,36,41,2,96.07,231.0
Gordon Larson,4645,55,30,45,4,93.51,231.0
Kyle Henke,5741,64,31,40,9,91.24,231.0
Matt Gouchoe-Hanas,3810,47,40,37,0,98.54,230.0
Ben Jagt - NY,3634,50,18,53,17,89.29,228.0
Ben Jagt,3634,50,18,53,17,89.29,228.0
Tyler Monroe,4078,57,25,47,0,96.06,227.0
Mikey O'Brien - SEA,1720,32,15,48,20,96.77,224.0
Mikey O'Brien,1720,32,15,48,20,96.77,224.0
Jordan Kerr,3905,50,26,44,5,96.27,224.0
Jeff Babbitt - NY,1751,31,3,52,21,100.0,223.0
Jeff Babbitt,1751,31,3,52,21,100.0,223.0
Cole Jurek,4161,50,20,45,9,95.96,221.0
Sean Mott,5302,59,33,39,3,93.71,220.0
Allan Laviolette,4847,73,14,53,2,90.79,216.0
Allan Laviolette - RAL,4847,73,14,53,2,90.79,216.0
Jacob Fairfax,4634,55,20,45,11,92.44,215.0
Quentin Bonnaud,4145,54,20,47,5,94.76,214.0
Xavier Payne,3463,39,27,37,15,96.72,213.0
Lukas Ambrose,1629,27,10,47,24,97.75,213.0
Henry Fisher,3971,50,20,46,2,98.07,211.0
Joey Wylie,2750,37,17,45,18,95.12,211.0
Tyler Monroe,4034,54,27,43,2,95.14,210.0
Matt Smith,3383,54,12,53,0,97.52,209.0
Matt Smith - ATL,3383,54,12,53,0,97.52,209.0
Keegan North,3913,56,27,40,5,95.13,209.0
Jonny Malks,5513,56,27,39,3,95.68,209.0
Jordan Kerr,4890,52,21,42,13,92.63,209.0
Bryan Vohnoutka,3399,53,17,50,10,91.4,208.0
Antoine Davis,4206,59,25,45,9,89.42,207.0
Pieran Robert,1613,40,11,50,11,98.25,205.0
Pieran Robert - MAD,1613,40,11,50,11,98.25,205.0
Chad Yorgason,3689,54,16,51,17,86.78,202.0
Greg Martin,2832,49,16,47,8,95.45,201.0
Rick Gross,4494,45,25,40,5,97.19,200.0
Pawel Janas,5963,53,40,29,2,95.77,200.0
Thomas Edmonds,3901,52,14,46,7,95.92,198.0
Jonny Malks,5128,54,34,33,2,96.1,197.0
Jake Kenniv,4645,57,20,40,11,92.8,197.0
Terrence Mitchell,4386,52,26,41,3,94.71,196.0
Jacob Miller,4633,41,27,37,11,95.06,196.0
Kevin Pettit-Scantling,1996,45,10,50,21,90.06,196.0
Simon Carapella,5161,50,32,36,1,96.18,195.0
Carter Rae,5478,49,39,30,4,94.99,195.0
Zeppelin Raunig,4308,47,17,45,5,96.55,194.0
Cameron Brock,4204,55,20,45,1,95.19,194.0
Jack Shanahan,3799,57,20,44,4,94.03,194.0
Spencer Lofink,4992,62,27,37,2,94.35,193.0
Paul Arters,3467,51,14,48,4,95.77,192.0
Max Sheppard,4650,66,19,45,11,87.31,192.0
Jacob Fairfax,4586,45,15,44,10,95.26,191.0
Duncan Fitzgerald,5154,61,31,31,8,92.8,191.0
Hayden Austin-Knab,4146,46,31,37,3,95.91,191.0
Ryan Poloz,4131,59,22,41,2,95.08,190.0
Greg Martin,3319,62,18,49,3,90.48,190.0
Mark Evans,5939,60,28,35,8,90.72,188.0
Austin Taylor,5358,53,38,31,0,95.15,188.0
Dylan DeClerck,1627,40,7,53,19,90.32,186.0
Joe Richards - DC,2404,58,6,57,5,90.67,185.0
Joe Richards,2404,58,6,57,5,90.67,185.0
Chris Lung,4601,62,16,43,11,89.71,185.0
Sean Connole,7054,58,27,35,1,94.53,185.0
Walker Frankenberg,4883,56,23,40,4,93.23,185.0
Terrence Mitchell,3565,46,25,41,3,95.53,184.0
Levi Jacobs,4898,59,22,41,4,91.42,180.0
Jacob Miller,3978,32,45,27,3,98.25,180.0
Charles Weinberg,4629,45,37,31,3,95.34,180.0
Ty Barbieri,4364,63,12,51,4,88.83,179.0
Jasper Dean,2281,31,19,39,19,95.0,179.0
Matt Gouchoe-Hanas,3360,32,36,32,5,98.82,179.0
Ty Barbieri - TOR,4364,63,12,51,4,88.83,179.0
Jakob Brissette,6422,49,43,23,8,92.2,178.0
Joseph Cubitt,6701,57,35,24,9,92.9,177.0
Grayson Sanner,2851,49,18,45,5,93.83,177.0
Khalif El-Salaam,3378,44,19,42,7,95.19,176.0
Henry Fisher,2172,34,7,45,17,97.44,175.0
Thomas Edmonds,5046,48,29,32,5,95.95,174.0
Levi Jacobs,4838,53,18,40,2,96.7,174.0
Hunter Corbett,2791,48,24,40,5,93.88,173.0
Steven Wartinbee,3676,49,19,41,4,95.85,173.0
Travis Carpenter,4243,46,30,33,3,96.89,172.0
Dylan DeClerck,1834,35,3,51,18,93.33,172.0
Dylan DeClerck - MIN,1834,35,3,51,18,93.33,172.0
Andrew Sjogren,2990,43,19,41,7,95.5,169.0
Elijah Jaime,2811,54,14,48,3,92.23,169.0
Elliott Chartock,6255,44,33,27,7,95.66,169.0
Jimmy Towle,4291,51,24,37,5,93.36,168.0
Everest Shapiro,4734,46,24,35,12,91.56,168.0
Jordan Rhyne,5588,54,32,29,3,94.72,168.0
Sean Mott,5184,51,30,31,2,96.01,167.0
Sol Yanuck,5372,51,28,32,2,96.07,166.0
James Pollard,4946,66,12,46,7,87.32,166.0
Garrett Braun,3101,39,31,33,3,98.04,164.0
Lior Givol,3350,57,19,44,4,89.76,164.0
Jimmy Zuraw,4221,54,19,36,9,93.02,163.0
Cameron Harris,4651,53,15,43,6,91.19,162.0
Oliver Chartock,4281,46,23,37,4,94.76,160.0
Mac Hecht,6115,52,40,23,4,92.45,159.0
Levi Jacobs,4289,50,17,42,2,94.26,159.0
Elijah Long,2017,35,29,34,8,95.65,157.0
Cameron Brock,3847,47,23,35,4,96.26,157.0
CJ Colicchio,3942,50,23,33,11,92.0,157.0
Terrence Mitchell,2953,44,14,42,4,97.7,156.0
Benjamin Sadok,5590,52,26,31,3,95.18,156.0
Mitchell McCarthy,2730,38,17,38,17,91.67,156.0
Willie Stewart,4489,49,21,36,6,93.75,156.0
Jake Radack,6437,58,35,24,2,93.33,155.0
Kyle Henke,6018,51,27,32,6,91.14,155.0
John Randolph,2037,32,15,40,16,93.57,152.0
Ray Tetreault,3949,52,22,37,2,93.49,151.0
Jonny Malks,4859,59,18,36,2,94.22,151.0
Wilson Matthews,2632,46,13,42,4,96.0,146.0
Michael Kiyoi,3622,55,12,42,3,93.28,146.0
Benjamin Oort,2897,47,16,41,2,95.83,146.0
Seth Gudeman,2166,35,16,39,10,96.17,145.0
Khalif El-Salaam,3359,47,19,37,8,91.67,143.0
Jack Havey,4367,52,25,33,3,92.31,142.0
Phil Turner,2463,27,14,38,24,89.39,142.0
Sam Cook,3419,42,19,38,2,96.93,141.0
Stefan Samu,3173,38,20,36,9,93.66,140.0
Willie Stewart,3301,38,23,34,7,94.92,139.0
Mike Mackenzie,3668,51,19,39,5,89.51,138.0
Andrew Sjogren,3920,49,20,36,4,92.67,138.0
Luke Yorgason,4584,35,42,20,5,96.24,138.0
Elijah Long,4437,44,30,26,4,96.51,136.0
Will Selfridge,3420,39,21,33,8,95.47,136.0
Xavier Payne,2552,43,12,38,12,93.38,136.0
Justin Norden,5141,55,26,28,3,93.16,135.0
Trevor Lynch,4210,43,24,31,7,93.38,134.0
Elliot Bonnet,3869,44,15,37,6,94.86,134.0
Travis Carpenter,5088,46,28,28,2,95.45,133.0
Brandon Van Deusen,5957,51,36,20,4,93.24,133.0
Evan Swiatek,3642,53,17,35,8,90.39,132.0
Keenan Laurence,3367,43,16,37,9,91.86,132.0
Vinay Valsaraj,3319,48,13,37,12,90.27,132.0
AJ Merriman,2043,35,5,44,20,88.37,131.0
Charles Weinberg,2937,39,23,33,5,95.91,131.0
James Franklin,3216,43,8,42,7,94.29,130.0
Tobias Brooks,4823,47,21,34,2,93.64,130.0
Cole Davis-Brand,4468,50,29,28,4,91.55,130.0
Elliott Chartock,5138,43,40,20,0,96.6,129.0
Joey Wylie,4238,43,25,32,2,94.2,128.0
Rowan McDonnell,3483,38,30,25,7,96.64,128.0
Matt Smith,2931,36,17,38,3,97.71,128.0
Max Trifillis,1664,31,5,42,16,94.68,128.0
Sean Connole,6612,55,27,26,2,91.98,127.0
Jeremy Keusch,3087,36,18,35,5,98.25,127.0
Dylan DeClerck,1276,23,7,40,23,92.42,127.0
Xavier Payne,3187,37,22,31,7,96.51,125.0
Jonathan Mast,5134,36,40,20,3,95.66,125.0
Bobby Ley,4688,48,25,28,3,94.85,125.0
Andrew Roy,3957,38,33,23,5,97.12,125.0
Jeff Wodatch,3570,45,18,35,4,94.03,124.0
John Lithio,4178,33,25,30,5,96.96,123.0
Chad Yorgason,2369,39,6,41,17,89.31,123.0
Henry Wayte,3004,39,19,33,7,95.0,121.0
Gabe Vordick,3149,38,10,39,6,97.13,121.0
Matt Stevens,1887,41,12,40,2,98.44,121.0
Nathan Hirst,3979,41,32,26,2,94.85,121.0
Dean Ramsey,1733,32,6,43,13,93.02,120.0
Nate Goff,1499,25,9,36,19,96.12,119.0
Christian Olsen,3634,35,31,26,3,97.51,119.0
Benjamin Sadok,5254,58,21,27,1,95.2,118.0
Reese Bowman,2865,48,12,39,4,92.47,118.0
Rick Gross,4058,49,18,33,5,91.78,118.0
Thomas Edmonds,2628,35,12,37,7,98.14,118.0
Kyle Rutledge,4264,46,20,32,1,96.2,118.0
Bobby Ley,5554,49,18,32,1,94.67,117.0
Ben Lewis,3042,46,9,38,9,92.07,117.0
Carson Chamberlain,3304,43,14,35,7,94.05,117.0
Eric Taylor,3214,40,22,31,6,93.92,116.0
Jack Shanahan,4259,55,16,33,2,93.24,116.0
Keenan Laurence,3546,46,12,39,8,88.54,116.0
Elliott Chartock,3864,53,15,34,0,95.98,115.0
Elijah Jaime,2896,41,12,38,4,95.77,114.0
Ben Katz,1840,27,15,32,16,95.85,113.0
Victor Luo,4539,40,29,25,3,95.62,113.0
Rami Paust,4910,52,28,23,4,92.23,113.0
Sam Cook,3344,36,22,31,4,95.85,110.0
Jakob Brissette,3543,44,18,30,8,92.94,109.0
Jacques Nissen,4059,38,27,28,1,96.01,109.0
Jonathan Helton,3550,47,16,33,5,92.64,109.0
Elijah Long,4164,37,40,17,4,95.28,109.0
Sterling Knoche,2002,40,5,41,6,96.59,108.0
Ryan Poloz,4425,47,31,23,2,92.86,108.0
Henry Babcock,4181,42,24,28,2,95.64,108.0
Charles Weinberg,3258,45,19,33,1,94.55,107.0
Chad Yorgason,2240,38,9,38,9,93.66,107.0
Max Williams,2700,42,16,35,3,94.49,106.0
Tristan Van de Moortele,3407,43,21,26,11,92.05,106.0
Everest Shapiro,3949,39,18,30,10,91.63,106.0
Aaron Wolf,3457,33,28,23,11,93.42,106.0
Cole Jurek,3925,45,19,31,3,93.58,105.0
Kevin Pettit-Scantling,2852,39,14,33,10,92.31,104.0
Chris Lung,4718,43,19,28,7,92.65,103.0
Sam Kaminsky,4332,40,29,22,4,96.19,103.0
Evan Magsig,4115,42,28,23,5,94.1,103.0
Cole Jurek,3498,42,20,30,4,94.22,103.0
Luc Comire,5955,36,29,20,6,96.13,102.0
Joe Merrill,1789,43,6,43,3,93.24,102.0
Luc Comire,6434,42,39,14,3,93.78,102.0
Jake Thorne,2391,40,14,37,4,92.16,100.0
Oscar Stonehouse,3136,43,8,39,3,94.34,100.0
Max Trifillis,1409,24,5,38,14,98.61,100.0
McKay Yorgason,3067,28,26,25,8,97.68,100.0
Simon Carapella,2971,45,12,36,4,92.25,99.0
Zach Norrbom,2954,36,19,31,3,98.08,99.0
Zachary Armstrong,1398,28,3,41,17,90.38,99.0
Andrew Roy,4812,31,29,24,2,98.26,99.0
Jason Vallee,3064,40,23,28,3,95.24,98.0
Justin Norden,4616,50,33,19,2,91.72,98.0
Scott Radlauer,3414,35,14,31,10,94.31,98.0
Brett Hulsmeyer,1238,14,14,30,23,94.5,98.0
Solomon Rueschemeyer-Bailey,3683,22,37,21,3,98.98,98.0
Matt Miller,5962,41,30,18,6,94.22,98.0
Manuel Eckert,4952,46,35,15,5,93.47,98.0
Lucas Coniaris,5121,41,25,22,5,95.81,97.0
Orion Cable,2606,41,14,35,5,91.91,96.0
Jimmy Towle,3489,39,21,29,2,96.75,96.0
Ray Tetreault,3013,41,15,33,3,95.24,95.0
Malik Auger-Semmar,2933,41,13,34,8,89.86,94.0
Max Gibson,5192,54,16,32,1,88.18,94.0
Christian Olsen,2771,31,21,28,7,96.5,93.0
Jacques Nissen,3569,35,21,29,3,96.41,93.0
Tannor Johnson-Go,3457,34,17,30,6,96.17,92.0
Evan Magsig,2991,38,21,27,6,94.89,92.0
Bret Bergmeier,2058,31,16,32,10,92.42,91.0
Jake Steslicki,1890,33,16,30,10,94.89,91.0
Elliott Chartock,4087,39,25,25,1,96.91,90.0
Sam Cook,3270,41,18,30,3,94.38,90.0
Jack Shanahan,3880,47,15,29,7,90.32,89.0
Brendan Gessner,2560,33,11,35,5,97.7,89.0
Nate Astrom,1489,28,6,38,19,86.17,89.0
Chris Walsh,5293,50,21,23,4,92.21,88.0
Kyle Rubin,2829,39,18,32,3,92.31,88.0
Steven Milardovich,1894,15,14,28,23,92.95,88.0
Bryan Walsh,5979,55,24,18,4,92.55,87.0
Kevin Quinlan,4329,58,12,32,3,87.08,87.0
Karl Ekwurtzel,2515,34,12,34,4,98.21,86.0
Paul Lally,4802,38,26,22,4,94.42,86.0
Abe Coffin,3266,33,27,20,14,89.49,86.0
Rick Gross,4157,43,18,29,1,94.51,85.0
Stefan Samu,2299,28,13,32,10,95.12,84.0
Josh Klane,4431,44,24,24,2,92.79,84.0
Jackson Potts,3365,42,14,31,5,91.96,83.0
Peter Boerth,2427,43,7,36,5,93.18,83.0
Xavier Payne,4139,40,26,22,3,94.95,83.0
Tristan Van de Moortele,2806,34,20,26,6,96.63,81.0
